,id,timestamp,hour,day,month,datetime,timezone,source,destination,cab_type,product_id,name,price,distance,surge_multiplier,latitude,longitude,temperature,apparentTemperature,short_summary,long_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,icon,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,ozone,sunriseTime,sunsetTime,moonPhase,precipIntensityMax,uvIndexTime,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
488,5640aaa0-48f8-43f1-a397-d2f6b1fd2bed,1545068104.0,17.0,17.0,12.0,12/17/18 17:35,America/New_York,North End,Theatre District,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,8.0,1.41,1.0,42.2148,-71.033,37.71,31.92, Overcast , Light rain in the morning and overnight. ,0.0,0.0,0.9,7.78,7.78,1545022800.0,7.44,40.61,1545076800.0,24.07,1545130800.0,34.97,1545080400.0,12.04,1545134400.0, cloudy ,34.94,1001.22,305.0,1.0,1.0,7.44,328.6,1545048523.0,1545081282.0,0.33,0.0221,1545066000.0,34.19,1545048000.0,40.66,1545022800.0,27.39,1545044400.0,34.97,1545080400.0
489,f67e8c3b-1151-4961-9316-79f24796ec81,1545059114.0,15.0,17.0,12.0,12/17/18 15:05,America/New_York,North Station,Fenway,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,10.0,3.05,1.0,42.3519,-71.0551,36.87,31.64, Overcast , Light rain in the morning. ,0.0005,0.07,0.87,6.56,8.6,1545022800.0,9.588,41.44,1545076800.0,23.93,1545138000.0,35.95,1545076800.0,11.82,1545134400.0, cloudy ,33.45,1003.27,330.0,1.0,1.0,9.588,326.4,1545048555.0,1545081260.0,0.33,0.0175,1545066000.0,34.14,1545044400.0,41.44,1545076800.0,28.12,1545044400.0,35.95,1545076800.0
490,506b5a26-46ba-430c-965d-cda8d1cb0352,1544822410.0,21.0,14.0,12.0,12/14/18 21:20,America/New_York,Beacon Hill,Boston University,Lyft,lyft,Lyft,9.0,2.31,1.0,42.3398,-71.0892,42.91,41.4, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.66,3.25,4.37,1544846400.0,9.57,46.9,1544814000.0,40.75,1544835600.0,44.15,1544817600.0,38.71,1544835600.0, partly-cloudy-night ,32.34,1029.1,186.0,0.73,0.0,9.57,290.2,1544789239.0,1544822023.0,0.24,0.0,1544806800.0,26.76,1544788800.0,46.9,1544814000.0,27.41,1544788800.0,44.15,1544817600.0
491,c5aeac66-244e-4589-b8ec-07d86ced8c9c,1544961004.0,11.0,16.0,12.0,12/16/18 11:50,America/New_York,South Station,Beacon Hill,Lyft,lyft_lux,Lux Black,22.5,2.47,1.0,42.3505,-71.1054,40.13,35.97, Overcast , Rain throughout the day. ,0.0,0.0,0.74,5.91,7.75,1545015600.0,10.0,43.61,1544990400.0,34.22,1545044400.0,38.37,1544986800.0,28.61,1545044400.0, cloudy ,32.51,1022.73,61.0,1.0,0.0,10.0,315.7,1544962129.0,1544994854.0,0.3,0.1257,1544979600.0,38.48,1544954400.0,43.61,1544990400.0,34.01,1545019200.0,38.37,1544986800.0
492,44e9e35e-4466-4cb2-b15f-f0f2bb8383b9,1543818181.0,6.0,3.0,12.0,12/3/18 06:23,America/New_York,Fenway,Theatre District,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,11.5,2.38,1.0,42.3503,-71.081,45.58,45.58, Foggy , Foggy in the morning. ,0.0,0.0,0.96,1.25,2.09,1543856400.0,1.413,57.02,1543852800.0,33.74,1543921200.0,56.35,1543852800.0,28.53,1543914000.0, fog ,44.5,1001.06,307.0,1.0,0.0,1.413,290.9,1543838259.0,1543871628.0,0.89,0.0004,1543852800.0,43.09,1543896000.0,57.02,1543852800.0,39.9,1543896000.0,56.35,1543852800.0
493,e015bd77-8269-495f-93b0-a08cda6dd144,1543361607.0,23.0,27.0,11.0,11/27/18 23:33,America/New_York,Back Bay,Fenway,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,7.0,1.34,1.0,42.3505,-71.1054,40.38,35.18, Partly Cloudy , Light rain in the morning. ,0.0,0.0,0.71,7.73,11.57,1543305600.0,10.0,46.74,1543320000.0,33.82,1543399200.0,43.93,1543320000.0,30.36,1543399200.0, partly-cloudy-night ,31.61,991.84,252.0,0.13,0.0,10.0,308.4,1543319478.0,1543353358.0,0.68,0.1438,1543338000.0,36.37,1543377600.0,46.74,1543320000.0,32.6,1543377600.0,43.93,1543320000.0
494,7d09021e-984a-41a0-83f4-664cfbbe46ab,1543266670.0,21.0,26.0,11.0,11/26/18 21:11,America/New_York,Fenway,Financial District,Lyft,lyft_plus,Lyft XL,22.5,4.44,1.0,42.3519,-71.0643,45.32,41.62, Overcast ," Rain until morning, starting again in the evening. ",0.0,0.0,0.84,6.88,6.88,1543287600.0,10.0,46.59,1543255200.0,41.77,1543298400.0,43.97,1543251600.0,36.47,1543298400.0, cloudy ,40.63,1010.49,114.0,1.0,0.0,10.0,295.1,1543233000.0,1543266976.0,0.64,0.1227,1543251600.0,40.35,1543233600.0,46.59,1543255200.0,36.96,1543291200.0,43.97,1543251600.0
495,e54f5745-6ec0-4f31-93f0-705e5fd02e5b,1543409228.0,12.0,28.0,11.0,11/28/18 12:47,America/New_York,Northeastern University,North Station,Lyft,lyft_plus,Lyft XL,16.5,3.26,1.0,42.3588,-71.0707,36.53,32.06, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.71,5.42,6.95,1543431600.0,9.974,42.61,1543438800.0,37.64,1543485600.0,36.6,1543438800.0,32.23,1543478400.0, partly-cloudy-day ,28.14,991.36,261.0,0.54,0.0,9.974,347.5,1543405939.0,1543439721.0,0.72,0.0,1543420800.0,33.83,1543399200.0,42.61,1543438800.0,30.13,1543399200.0,36.6,1543438800.0
496,24825b27-554d-4b93-ae49-398a0d1110b0,1543792077.0,23.0,2.0,12.0,12/2/18 23:07,America/New_York,Back Bay,South Station,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,9.0,3.45,1.0,42.3588,-71.0707,48.83,48.83, Overcast , Light rain until evening. ,0.0,0.0,0.96,2.83,2.98,1543755600.0,7.79,50.73,1543788000.0,44.99,1543816800.0,50.06,1543788000.0,45.64,1543816800.0, cloudy ,47.81,1002.81,275.0,1.0,0.0,7.79,287.3,1543751797.0,1543785238.0,0.86,0.0904,1543770000.0,36.45,1543726800.0,50.73,1543788000.0,35.85,1543748400.0,50.06,1543788000.0
497,cf5afa5f-e63d-4a9b-8ab8-4529ed914c19,1545158108.0,18.0,18.0,12.0,12/18/18 18:35,America/New_York,Northeastern University,Beacon Hill,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,30.5,2.61,1.0,42.3661,-71.0631,30.8,20.78, Clear , Mostly cloudy throughout the day. ,0.0,0.0,0.41,13.14,22.28,1545127200.0,9.974,32.81,1545159600.0,20.92,1545220800.0,22.75,1545159600.0,14.29,1545199200.0, clear-day ,9.69,1010.58,321.0,0.0,1.0,9.974,376.6,1545134997.0,1545167680.0,0.37,0.0028,1545152400.0,23.09,1545192000.0,38.03,1545109200.0,11.82,1545134400.0,31.92,1545109200.0
498,be1d206e-3980-4c0e-9209-fe969043b8c5,1543301662.0,6.0,27.0,11.0,11/27/18 06:54,America/New_York,Financial District,Fenway,Lyft,lyft_premier,Lux,27.5,4.51,1.0,42.2148,-71.033,43.03,36.79, Light Rain , Light rain in the morning. ,0.0674,1.0,0.93,11.62,12.67,1543334400.0,2.642,47.55,1543320000.0,33.1,1543402800.0,44.12,1543320000.0,29.11,1543392000.0, rain ,41.15,996.34,65.0,1.0,0.0,2.642,286.9,1543319437.0,1543353364.0,0.68,0.1064,1543338000.0,35.36,1543377600.0,47.55,1543320000.0,31.04,1543377600.0,44.12,1543320000.0
499,cc9cd9b8-4909-4606-b9b6-2fc4f0877323,1543439289.0,21.0,28.0,11.0,11/28/18 21:08,America/New_York,Fenway,Financial District,Lyft,lyft,Lyft,13.5,4.35,1.0,42.3519,-71.0551,41.35,35.62, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.6,9.29,11.6,1543431600.0,10.0,42.6,1543438800.0,37.33,1543489200.0,36.56,1543435200.0,31.82,1543478400.0, cloudy ,28.39,993.87,295.0,1.0,0.0,10.0,355.2,1543405934.0,1543439719.0,0.72,0.0,1543420800.0,33.7,1543399200.0,42.6,1543438800.0,29.88,1543399200.0,36.56,1543435200.0
500,33692890-1ea7-4577-b4fc-6972923a4d7f,1543234090.0,12.0,26.0,11.0,11/26/18 12:08,America/New_York,Back Bay,Northeastern University,Lyft,lyft_premier,Lux,13.5,1.08,1.0,42.2148,-71.033,41.3,41.3, Overcast ," Rain until morning, starting again in the evening. ",0.0,0.0,0.93,2.55,2.6,1543291200.0,3.475,47.3,1543251600.0,42.1,1543298400.0,43.92,1543251600.0,36.2,1543291200.0, cloudy ,39.51,1014.97,54.0,1.0,0.0,3.475,297.7,1543232969.0,1543266992.0,0.64,0.13,1543251600.0,40.49,1543233600.0,47.3,1543251600.0,36.2,1543291200.0,43.92,1543251600.0
501,47a70978-0154-4bb9-84cd-b4550986b47b,1543834681.0,10.0,3.0,12.0,12/3/18 10:58,America/New_York,Financial District,Northeastern University,Lyft,lyft_luxsuv,Lux Black XL,38.5,3.42,1.0,42.2148,-71.033,48.43,48.43, Overcast , Foggy in the morning. ,0.0,0.0,0.94,2.74,2.74,1543860000.0,3.729,57.87,1543852800.0,32.8,1543921200.0,57.2,1543852800.0,27.22,1543914000.0, cloudy ,46.7,999.67,213.0,1.0,0.0,3.729,296.7,1543838223.0,1543871641.0,0.89,0.0007,1543852800.0,42.96,1543896000.0,57.87,1543852800.0,39.41,1543896000.0,57.2,1543852800.0
502,f9d874a7-8095-45c1-8eef-f17ac3b5c39d,1543343602.0,18.0,27.0,11.0,11/27/18 18:33,America/New_York,West End,Northeastern University,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,31.5,3.08,1.0,42.3398,-71.0892,41.82,36.1, Overcast , Light rain in the morning. ,0.0,0.0,0.73,9.51,15.95,1543338000.0,9.991,46.35,1543320000.0,33.59,1543399200.0,43.38,1543320000.0,29.98,1543399200.0, cloudy ,33.78,990.2,261.0,0.92,1.0,9.991,316.3,1543319472.0,1543353356.0,0.68,0.1419,1543338000.0,35.76,1543377600.0,46.35,1543320000.0,31.8,1543377600.0,43.38,1543320000.0
503,bc047ae7-cc5c-4c84-aeb8-ae4eaf9aae6f,1543405448.0,11.0,28.0,11.0,11/28/18 11:44,America/New_York,Beacon Hill,North End,Lyft,lyft_luxsuv,Lux Black XL,30.0,2.08,1.0,42.3647,-71.0542,35.54,30.98, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.73,5.31,7.2,1543431600.0,9.933,42.61,1543438800.0,37.6,1543489200.0,36.57,1543438800.0,32.12,1543478400.0, partly-cloudy-night ,27.87,991.07,270.0,0.76,0.0,9.933,345.8,1543405936.0,1543439716.0,0.72,0.0,1543420800.0,33.85,1543399200.0,42.61,1543438800.0,30.03,1543399200.0,36.57,1543438800.0
504,1769b3d2-73fd-4d2e-a98b-12d5d022ac1f,1543497179.0,13.0,29.0,11.0,11/29/18 13:12,America/New_York,Haymarket Square,Back Bay,Lyft,lyft_line,Shared,7.0,2.36,1.0,42.3503,-71.081,40.29,34.72, Clear , Partly cloudy throughout the day. ,0.0,0.0,0.6,8.44,12.52,1543514400.0,9.997,44.89,1543510800.0,28.64,1543579200.0,38.68,1543510800.0,29.29,1543579200.0, clear-day ,27.46,1005.85,309.0,0.12,0.0,9.997,335.5,1543492406.0,1543526101.0,0.75,0.0,1543510800.0,35.26,1543550400.0,44.89,1543510800.0,31.25,1543550400.0,38.68,1543510800.0
505,e3a4ff86-4180-4d64-acaa-48c4314d1cfa,1545051314.0,12.0,17.0,12.0,12/17/18 12:55,America/New_York,Northeastern University,Theatre District,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,8.5,2.81,1.0,42.3503,-71.081,35.01,29.04, Overcast , Light rain in the morning. ,0.0009,0.03,0.92,7.13,7.85,1545022800.0,8.468,41.51,1545076800.0,24.05,1545134400.0,36.11,1545076800.0,12.12,1545134400.0, cloudy ,32.88,1004.18,336.0,1.0,0.0,8.468,325.5,1545048561.0,1545081267.0,0.33,0.0183,1545066000.0,34.24,1545044400.0,41.51,1545076800.0,28.43,1545044400.0,36.11,1545076800.0
506,65bf7dfe-721b-43ee-a9db-c84d1c218a14,1544952008.0,9.0,16.0,12.0,12/16/18 09:20,America/New_York,Back Bay,North End,Lyft,lyft,Lyft,11.0,2.44,1.0,42.2148,-71.033,42.34,37.12, Mostly Cloudy , Rain throughout the day. ,0.0,0.0,0.68,8.66,9.17,1545015600.0,10.0,43.68,1544968800.0,34.19,1545048000.0,37.95,1544968800.0,27.39,1545044400.0, partly-cloudy-night ,32.7,1021.98,57.0,0.72,0.0,10.0,303.8,1544962084.0,1544994864.0,0.3,0.1276,1544979600.0,39.89,1545012000.0,43.68,1544968800.0,33.73,1545012000.0,38.07,1544958000.0
507,5f12916e-1486-4056-a4d8-9124b43ec928,1543233190.0,11.0,26.0,11.0,11/26/18 11:53,America/New_York,Theatre District,Fenway,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,21.5,2.66,1.0,42.3661,-71.0631,41.22,41.22, Foggy ," Rain until morning, starting again in the evening. ",0.0,0.0,0.91,2.74,2.74,1543287600.0,1.824,46.49,1543255200.0,41.9,1543298400.0,43.84,1543244400.0,36.7,1543298400.0, fog ,38.72,1015.36,19.0,1.0,0.0,1.824,298.7,1543233003.0,1543266973.0,0.64,0.1225,1543251600.0,40.45,1543233600.0,46.49,1543255200.0,37.17,1543291200.0,43.84,1543244400.0
508,dc8d4aae-f677-4e57-bbb5-5de3af4f00e6,1543252270.0,17.0,26.0,11.0,11/26/18 17:11,America/New_York,Northeastern University,Beacon Hill,Lyft,lyft_lux,Lux Black,22.5,2.43,1.0,42.3661,-71.0631,45.83,43.88, Overcast ," Rain until morning, starting again in the evening. ",0.001,0.12,0.88,4.22,5.17,1543287600.0,8.104,46.49,1543255200.0,41.9,1543298400.0,43.84,1543244400.0,36.7,1543298400.0, cloudy ,42.51,1012.59,114.0,1.0,1.0,8.104,294.0,1543233003.0,1543266973.0,0.64,0.1225,1543251600.0,40.45,1543233600.0,46.49,1543255200.0,37.17,1543291200.0,43.84,1543244400.0
509,acacf1c1-b782-488a-a7f7-8282f9f208bc,1543404368.0,11.0,28.0,11.0,11/28/18 11:26,America/New_York,Haymarket Square,Theatre District,Lyft,lyft_luxsuv,Lux Black XL,26.0,1.25,1.0,42.3647,-71.0542,35.54,30.98, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.73,5.31,7.2,1543431600.0,9.933,42.61,1543438800.0,37.6,1543489200.0,36.57,1543438800.0,32.12,1543478400.0, partly-cloudy-night ,27.87,991.07,270.0,0.76,0.0,9.933,345.8,1543405936.0,1543439716.0,0.72,0.0,1543420800.0,33.85,1543399200.0,42.61,1543438800.0,30.03,1543399200.0,36.57,1543438800.0
510,752e7705-818d-4d31-b6a8-88f59a5cef95,1543629479.0,1.0,1.0,12.0,12/1/18 01:57,America/New_York,Financial District,Haymarket Square,Lyft,lyft_premier,Lux,13.5,1.21,1.0,42.3505,-71.1054,37.75,35.66, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.66,3.13,3.59,1543597200.0,9.738,42.05,1543600800.0,31.31,1543662000.0,41.38,1543600800.0,28.1,1543662000.0, cloudy ,27.49,1017.81,305.0,1.0,0.0,9.738,289.9,1543578877.0,1543612485.0,0.79,0.0004,1543593600.0,28.42,1543579200.0,42.05,1543600800.0,29.07,1543579200.0,41.38,1543600800.0
511,4ed3fa7e-7a8a-4f7e-9923-28cbdb990e03,1543407968.0,12.0,28.0,11.0,11/28/18 12:26,America/New_York,Beacon Hill,Boston University,Lyft,lyft_premier,Lux,16.5,2.3,1.0,42.3588,-71.0707,36.53,32.06, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.71,5.42,6.95,1543431600.0,9.974,42.61,1543438800.0,37.64,1543485600.0,36.6,1543438800.0,32.23,1543478400.0, partly-cloudy-day ,28.14,991.36,261.0,0.54,0.0,9.974,347.5,1543405939.0,1543439721.0,0.72,0.0,1543420800.0,33.83,1543399200.0,42.61,1543438800.0,30.13,1543399200.0,36.6,1543438800.0
512,aec00a8b-87b6-4c52-896a-69ccfd181fec,1543714079.0,1.0,2.0,12.0,12/2/18 01:27,America/New_York,Financial District,North End,Lyft,lyft,Lyft,7.0,1.02,1.0,42.3503,-71.081,35.52,35.52, Clear , Light rain in the morning and overnight. ,0.0,0.0,0.82,1.85,2.37,1543672800.0,9.846,44.65,1543690800.0,34.88,1543712400.0,43.98,1543690800.0,35.53,1543712400.0, clear-night ,30.46,1023.52,146.0,0.12,0.0,9.846,274.6,1543665335.0,1543698860.0,0.82,0.0,1543683600.0,31.57,1543665600.0,44.65,1543690800.0,28.1,1543658400.0,43.98,1543690800.0
513,d4a6e970-aeb8-49a8-8744-551b352aad1f,1543310663.0,9.0,27.0,11.0,11/27/18 09:24,America/New_York,Financial District,Northeastern University,Lyft,lyft,Lyft,13.5,3.42,1.0,42.3503,-71.081,44.88,40.15, Light Rain , Light rain in the morning. ,0.0786,1.0,0.93,8.86,15.23,1543338000.0,3.522,46.91,1543320000.0,33.82,1543399200.0,44.01,1543320000.0,30.19,1543399200.0, rain ,43.03,991.89,67.0,1.0,0.0,3.522,291.2,1543319472.0,1543353352.0,0.68,0.1425,1543338000.0,36.34,1543377600.0,46.91,1543320000.0,32.43,1543377600.0,44.01,1543320000.0
514,2f48f514-672f-468b-8a74-308cf6dcdf3f,1544747114.0,0.0,14.0,12.0,12/14/18 00:25,America/New_York,Fenway,Beacon Hill,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,9.5,2.46,1.0,42.3647,-71.0542,31.25,31.25, Overcast , Partly cloudy throughout the day. ,0.0,0.0,0.64,2.62,3.54,1544738400.0,10.0,33.83,1544731200.0,27.27,1544781600.0,32.85,1544734800.0,24.61,1544785200.0, cloudy ,20.53,1035.06,173.0,0.91,0.0,10.0,326.7,1544702792.0,1544735599.0,0.21,0.0001,1544716800.0,18.29,1544688000.0,33.83,1544731200.0,13.79,1544688000.0,32.85,1544734800.0
515,2b384574-d886-4768-b062-a0d640a464f0,1543458861.0,2.0,29.0,11.0,11/29/18 02:34,America/New_York,Back Bay,South Station,Lyft,lyft_lux,Lux Black,16.5,1.4,1.0,42.3429,-71.1003,37.92,31.91, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.71,8.28,12.43,1543431600.0,9.981,42.7,1543438800.0,37.17,1543464000.0,36.77,1543438800.0,31.87,1543460400.0, partly-cloudy-night ,29.42,997.37,305.0,0.75,0.0,9.981,348.9,1543405943.0,1543439731.0,0.72,0.0,1543420800.0,33.6,1543399200.0,42.7,1543438800.0,30.08,1543399200.0,36.77,1543438800.0
516,27a7ef24-867a-4d9a-9569-018706883005,1545124212.0,9.0,18.0,12.0,12/18/18 09:10,America/New_York,South Station,Beacon Hill,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,31.0,2.58,1.0,42.3429,-71.1003,26.21,14.47, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.51,14.3,27.25,1545127200.0,9.393,32.84,1545159600.0,20.72,1545220800.0,22.96,1545159600.0,14.48,1545195600.0, cloudy ,10.7,1005.11,310.0,0.95,0.0,9.393,365.4,1545135001.0,1545167693.0,0.37,0.0056,1545152400.0,22.98,1545192000.0,37.95,1545109200.0,12.13,1545134400.0,32.03,1545109200.0
517,1d2a3a03-4907-4322-bf07-57e423b6e7c7,1543849683.0,15.0,3.0,12.0,12/3/18 15:08,America/New_York,Haymarket Square,Back Bay,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,15.5,1.79,1.0,42.3661,-71.0631,54.38,54.38, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.83,5.81,5.87,1543856400.0,9.936,57.04,1543852800.0,33.72,1543921200.0,56.37,1543852800.0,28.18,1543914000.0, partly-cloudy-day ,49.27,999.8,238.0,0.66,1.0,9.936,301.1,1543838258.0,1543871620.0,0.89,0.0004,1543852800.0,42.91,1543896000.0,57.04,1543852800.0,39.59,1543896000.0,56.37,1543852800.0
518,9ede86c0-277a-4fbf-aa49-943a790be945,1543629187.0,1.0,1.0,12.0,12/1/18 01:53,America/New_York,Boston University,Theatre District,Lyft,lyft_line,Shared,7.0,2.99,1.0,42.3505,-71.1054,37.75,35.66, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.66,3.13,3.59,1543597200.0,9.738,42.05,1543600800.0,31.31,1543662000.0,41.38,1543600800.0,28.1,1543662000.0, cloudy ,27.49,1017.81,305.0,1.0,0.0,9.738,289.9,1543578877.0,1543612485.0,0.79,0.0004,1543593600.0,28.42,1543579200.0,42.05,1543600800.0,29.07,1543579200.0,41.38,1543600800.0
519,d6dbd02b-fabc-4d79-8cef-b4f4f57a9e16,1543633081.0,2.0,1.0,12.0,12/1/18 02:58,America/New_York,Financial District,Boston University,Lyft,lyft_luxsuv,Lux Black XL,65.0,4.49,1.5,42.3644,-71.0661,36.89,34.35, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.71,3.41,4.58,1543554000.0,9.884,42.57,1543600800.0,31.48,1543658400.0,40.51,1543611600.0,27.89,1543658400.0, cloudy ,28.43,1018.23,303.0,0.97,0.0,9.884,290.5,1543578870.0,1543612473.0,0.79,0.0004,1543593600.0,28.64,1543575600.0,42.57,1543600800.0,27.2,1543568400.0,40.51,1543611600.0
520,b2857d6d-daff-48a5-8229-c7ba6d570c4f,1543724878.0,4.0,2.0,12.0,12/2/18 04:27,America/New_York,Financial District,North End,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,15.0,1.21,1.0,42.3661,-71.0631,36.95,36.95, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.86,1.63,2.32,1543672800.0,9.889,44.72,1543690800.0,34.9,1543712400.0,44.05,1543690800.0,35.55,1543712400.0, partly-cloudy-night ,33.17,1022.74,151.0,0.8,0.0,9.889,271.7,1543665333.0,1543698853.0,0.82,0.0,1543683600.0,31.55,1543658400.0,44.72,1543690800.0,27.95,1543658400.0,44.05,1543690800.0
521,a09f38b5-fb00-414a-b790-177d4a20251f,1544947810.0,8.0,16.0,12.0,12/16/18 08:10,America/New_York,Financial District,Northeastern University,Lyft,lyft_line,Shared,7.0,3.42,1.0,42.3644,-71.0661,39.67,35.0, Partly Cloudy , Rain throughout the day. ,0.0,0.0,0.72,6.57,9.01,1545015600.0,10.0,43.74,1544990400.0,34.07,1545044400.0,38.36,1544986800.0,28.17,1545044400.0, partly-cloudy-night ,31.38,1022.08,51.0,0.32,0.0,10.0,302.6,1544962122.0,1544994842.0,0.3,0.1246,1544979600.0,38.88,1544954400.0,43.74,1544990400.0,33.68,1545019200.0,38.36,1544986800.0
522,45b148cd-883b-42b1-ad1b-5d198a5c7ae5,1544926512.0,2.0,16.0,12.0,12/16/18 02:15,America/New_York,Fenway,Back Bay,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,8.0,1.5,1.0,42.3505,-71.1054,40.87,37.73, Partly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.7,4.68,5.77,1544918400.0,9.827,54.29,1544896800.0,38.48,1544954400.0,53.62,1544896800.0,34.85,1544954400.0, partly-cloudy-night ,32.0,1024.46,36.0,0.14,0.0,9.827,296.6,1544875688.0,1544908439.0,0.27,0.0082,1544893200.0,39.74,1544929200.0,54.29,1544896800.0,37.04,1544929200.0,53.62,1544896800.0
523,0b1b953c-36a3-4ab1-89e6-519cf18c4d80,1543885980.0,1.0,4.0,12.0,12/4/18 01:13,America/New_York,Boston University,Financial District,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,22.5,4.3,1.0,42.3644,-71.0661,45.96,43.06, Partly Cloudy , Foggy in the morning. ,0.0,0.0,0.61,5.65,8.43,1543856400.0,10.0,57.08,1543852800.0,33.68,1543921200.0,56.41,1543852800.0,28.12,1543914000.0, partly-cloudy-night ,33.28,1002.29,265.0,0.14,0.0,10.0,330.8,1543838258.0,1543871621.0,0.89,0.0004,1543852800.0,42.86,1543896000.0,57.08,1543852800.0,39.54,1543896000.0,56.41,1543852800.0
524,5758dffb-a7d4-435c-bac7-43ffff426478,1544999109.0,22.0,16.0,12.0,12/16/18 22:25,America/New_York,West End,Boston University,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,9.0,2.8,1.0,42.3503,-71.081,42.38,37.47, Possible Drizzle , Rain throughout the day. ,0.0016,0.47,0.77,8.02,9.4,1545015600.0,7.742,43.73,1544990400.0,34.24,1545044400.0,38.39,1544986800.0,28.43,1545044400.0, rain ,35.83,1013.45,60.0,0.96,0.0,7.742,322.8,1544962123.0,1544994849.0,0.3,0.1254,1544979600.0,38.94,1544954400.0,43.73,1544990400.0,33.99,1545019200.0,38.39,1544986800.0
525,3e3a065c-2c29-485c-9423-418c0c9b9659,1544737515.0,21.0,13.0,12.0,12/13/18 21:45,America/New_York,Back Bay,Northeastern University,Lyft,lyft_line,Shared,5.0,1.02,1.0,42.3429,-71.1003,32.6,32.6, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.58,1.87,3.49,1544738400.0,10.0,33.78,1544731200.0,26.58,1544788800.0,33.11,1544731200.0,27.23,1544788800.0, partly-cloudy-night ,19.3,1034.39,130.0,0.71,0.0,10.0,328.9,1544702798.0,1544735614.0,0.21,0.0001,1544720400.0,17.85,1544688000.0,33.78,1544731200.0,13.73,1544688000.0,33.11,1544731200.0
526,fe184e5d-eeba-42df-aad8-4f8b06f622ec,1543778880.0,19.0,2.0,12.0,12/2/18 19:27,America/New_York,Financial District,Northeastern University,Lyft,lyft_line,Shared,3.0,3.46,1.0,42.3503,-71.081,49.88,49.22, Light Rain , Light rain until evening. ,0.0246,1.0,0.93,3.38,3.38,1543755600.0,3.052,50.8,1543788000.0,44.97,1543816800.0,50.13,1543788000.0,45.62,1543816800.0, rain ,48.02,1004.33,159.0,1.0,0.0,3.052,282.5,1543751798.0,1543785242.0,0.86,0.0916,1543770000.0,36.32,1543726800.0,50.8,1543788000.0,35.84,1543748400.0,50.13,1543788000.0
527,8bcd8968-963f-4648-85ba-5e9f97f8e722,1543597085.0,16.0,30.0,11.0,11/30/18 16:58,America/New_York,West End,Haymarket Square,Lyft,lyft_premier,Lux,10.5,0.78,1.0,42.3503,-71.081,40.13,38.0, Clear , Mostly cloudy throughout the day. ,0.0,0.0,0.62,3.46,4.47,1543554000.0,9.92,42.32,1543600800.0,31.57,1543665600.0,40.48,1543611600.0,28.1,1543658400.0, clear-day ,27.99,1016.84,291.0,0.12,2.0,9.92,269.9,1543578871.0,1543612479.0,0.79,0.0004,1543593600.0,28.64,1543579200.0,42.32,1543600800.0,29.29,1543579200.0,40.48,1543611600.0
